Semantic Description Frequency Analysis
==================================================

Files processed: 27,866
Files with semantic_description: 16,110
Total semantic_description instances: 94,046
Unique semantic_description types: 9,126

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
5289	Arp2	1	0.001%
5290	phagocytic	1	0.001%
5291	cup	1	0.001%
5292	PIP5K1B	1	0.001%
5293	Recruited	1	0.001%
5294	mobilize	1	0.001%
5295	BP28CT	1	0.001%
5296	NUC211	1	0.001%
5297	ezrin	1	0.001%
5298	Telomeric	1	0.001%
5299	TNFAIP3	1	0.001%
5300	DUF4663	1	0.001%
5301	LKAAEAR	1	0.001%
5302	germ	1	0.001%
5303	plasm	1	0.001%
5304	221	1	0.001%
5305	Angiopoietin	1	0.001%
5306	FRAS1	1	0.001%
5307	WAP	1	0.001%
5308	TBX10	1	0.001%
5309	DUF4615	1	0.001%
5310	Sialic	1	0.001%
5311	MYST	1	0.001%
5312	CASP2	1	0.001%
5313	RIPK1	1	0.001%
5314	2b	1	0.001%
5315	strongly	1	0.001%
5316	moieties	1	0.001%
5317	SYT11	1	0.001%
5318	CCNE1	1	0.001%
5319	GPR37	1	0.001%
5320	MFN1	1	0.001%
5321	MFN2	1	0.001%
5322	STUB1	1	0.001%
5323	SEPT5	1	0.001%
5324	AIMP2	1	0.001%
5325	context	1	0.001%
5326	abnormally	1	0.001%
5327	PARK7	1	0.001%
5328	polyubiquitinated	1	0.001%
5329	recognized	1	0.001%
5330	HDAC6	1	0.001%
5331	aggresomes	1	0.001%
5332	glycosylated	1	0.001%
5333	Lewy	1	0.001%
5334	dysfunctional	1	0.001%
5335	depolarized	1	0.001%
5336	Preferentially	1	0.001%
5337	assembles	1	0.001%
5338	NIF3	1	0.001%
5339	NGG1p	1	0.001%
5340	BR0599	1	0.001%
5341	ME	1	0.001%
5342	4cPP	1	0.001%
5343	butenyl	1	0.001%
5344	DUF3168	1	0.001%
5345	TrwC	1	0.001%
5346	relaxase	1	0.001%
5347	DH	1	0.001%
5348	senses	1	0.001%
5349	level	1	0.001%
5350	Under	1	0.001%
5351	PPi	1	0.001%
5352	higher	1	0.001%
5353	hydrolyzes	1	0.001%
5354	N5	1	0.001%
5355	PspA	1	0.001%
5356	NiCoT	1	0.001%
5357	isochorismatase	1	0.001%
5358	Facilitates	1	0.001%
5359	template	1	0.001%
5360	DUF2786	1	0.001%
5361	DUF4082	1	0.001%
5362	LOG	1	0.001%
5363	F420H	1	0.001%
5364	luciferase	1	0.001%
5365	Cholesterol	1	0.001%
5366	RloB	1	0.001%
5367	Ramp	1	0.001%
5368	PASTA	1	0.001%
5369	willebrand	1	0.001%
5370	COG0508	1	0.001%
5371	dihydrolipoamide	1	0.001%
5372	Energy	1	0.001%
5373	ketosteroid	1	0.001%
5374	NhaP	1	0.001%
5375	Epimerase	1	0.001%
5376	dihydrodipicolinate	1	0.001%
5377	HypF	1	0.001%
5378	DUF3367	1	0.001%
5379	Cas2CT1978	1	0.001%
5380	OLD	1	0.001%
5381	DUF2218	1	0.001%
5382	Divergent	1	0.001%
5383	Hydantoinase	1	0.001%
5384	oxoprolinase	1	0.001%
5385	COG0402	1	0.001%
5386	Cytosine	1	0.001%
5387	Arac	1	0.001%
5388	DUF4442	1	0.001%
5389	phosphomutase	1	0.001%
5390	Ste24p	1	0.001%
5391	IS3	1	0.001%
5392	IS911	1	0.001%
5393	DUF3883	1	0.001%
5394	Precorrin	1	0.001%
5395	6x	1	0.001%
5396	CbiJ	1	0.001%
5397	CobK	1	0.001%
5398	oxoguanine	1	0.001%
5399	Superoxide	1	0.001%
5400	Lyzozyme	1	0.001%
5401	M1	1	0.001%
5402	Ketoacyl	1	0.001%
5403	blue	1	0.001%
5404	biofilm	1	0.001%
5405	CbtA	1	0.001%
5406	DUF4287	1	0.001%
5407	Pyridox	1	0.001%
5408	Nacht	1	0.001%
5409	DUF1906	1	0.001%
5410	pfam	1	0.001%
5411	nlp	1	0.001%
5412	p60	1	0.001%
5413	exo	1	0.001%
5414	XerC	1	0.001%
5415	SHQ1	1	0.001%
5416	OTUB2	1	0.001%
5417	Lymphocyte	1	0.001%
5418	multifunctional	1	0.001%
5419	SmpB	1	0.001%
5420	Propeller	1	0.001%
5421	COG0616	1	0.001%
5422	kumamolisin	1	0.001%
5423	COG1506	1	0.001%
5424	aminopeptidases	1	0.001%
5425	acylaminoacyl	1	0.001%
5426	peptidases	1	0.001%
5427	chelatase	1	0.001%
5428	ChlI	1	0.001%
5429	Contactin	1	0.001%
5430	axonal	1	0.001%
5431	isomerizing	1	0.001%
5432	DUF808	1	0.001%
5433	Penicillin	1	0.001%
5434	DUF4982	1	0.001%
5435	D15	1	0.001%
5436	Wu	1	0.001%
5437	fj29h11	1	0.001%
5438	dom	1	0.001%
5439	GTA	1	0.001%
5440	junctophilins	1	0.001%
5441	PIP	1	0.001%
5442	CD5	1	0.001%
5443	Ependymin	1	0.001%
5444	IgGFc	1	0.001%
5445	MipZ	1	0.001%
5446	groove	1	0.001%
5447	MyTH4	1	0.001%
5448	Sortilin	1	0.001%
5449	tachykinin	1	0.001%
5450	150	1	0.001%
5451	Ephrin	1	0.001%
5452	KIAA1328	1	0.001%
5453	Pointed	1	0.001%
5454	degeneration	1	0.001%
5455	FLJ38447	1	0.001%
5456	KATNB1	1	0.001%
5457	RFX7	1	0.001%
5458	68	1	0.001%
5459	B4	1	0.001%
5460	Tetramerisation	1	0.001%
5461	TRPM	1	0.001%
5462	SUZ	1	0.001%
5463	delta3	1	0.001%
5464	delta2	1	0.001%
5465	dienoyl	1	0.001%
5466	TraI	1	0.001%
5467	IS166	1	0.001%
5468	homeodomain	1	0.001%
5469	Hpt	1	0.001%
5470	COG0526	1	0.001%
5471	COG1538	1	0.001%
5472	ig	1	0.001%
5473	plexins	1	0.001%
5474	KAP	1	0.001%
5475	M61	1	0.001%
5476	J1	1	0.001%
5477	Porph	1	0.001%
5478	ging	1	0.001%
5479	COG0577	1	0.001%
5480	Redoxin	1	0.001%
5481	lysyltransferase	1	0.001%
5482	DUF4249	1	0.001%
5483	cog4185	1	0.001%
5484	DUF2599	1	0.001%
5485	undeterminated	1	0.001%
5486	lipooligosaccharide	1	0.001%
5487	CobQ	1	0.001%
5488	CobB	1	0.001%
5489	MinD	1	0.001%
5490	ParA	1	0.001%
5491	COG1622	1	0.001%
5492	quinol	1	0.001%
5493	PPE	1	0.001%
5494	DUF2390	1	0.001%
5495	FlgN	1	0.001%
5496	Serves	1	0.001%
5497	S41A	1	0.001%
5498	flgE	1	0.001%
5499	Lipo	1	0.001%
5500	Controls	1	0.001%
5501	COG0625	1	0.001%
5502	DUF2946	1	0.001%
5503	DUF2796	1	0.001%
5504	LptE	1	0.001%
5505	Thiosulfate	1	0.001%
5506	DUF4401	1	0.001%
5507	DUF1722	1	0.001%
5508	DUF2271	1	0.001%
5509	Synthesis	1	0.001%
5510	propellor	1	0.001%
5511	diP	1	0.001%
5512	bdg	1	0.001%
5513	DUF1864	1	0.001%
5514	Respiratory	1	0.001%
5515	Kd	1	0.001%
5516	M50	1	0.001%
5517	cephalosporin	1	0.001%
5518	DUF3732	1	0.001%
5519	acetylglucosaminylinositol	1	0.001%
5520	Arabinose	1	0.001%
5521	glutamylcysteine	1	0.001%
5522	DUF2263	1	0.001%
5523	YhgE	1	0.001%
5524	Pip	1	0.001%
5525	DUF2690	1	0.001%
5526	amidation	1	0.001%
5527	hydrogenobyrinate	1	0.001%
5528	Neuroligin	1	0.001%
5529	Cytosolic	1	0.001%
5530	10TM	1	0.001%
5531	b6	1	0.001%
5532	oxygenic	1	0.001%
5533	secretase	1	0.001%
5534	intramembrane	1	0.001%
5535	nail	1	0.001%
5536	acetolactate	1	0.001%
5537	supplies	1	0.001%
5538	sugars	1	0.001%
5539	Natural	1	0.001%
5540	eL6	1	0.001%
5541	DUF2428	1	0.001%
5542	Metallophosphoesterase	1	0.001%
5543	Paired	1	0.001%
5544	amphipathic	1	0.001%
5545	elicitor	1	0.001%
5546	Mannosyltransferase	1	0.001%
5547	tetraterpenoid	1	0.001%
5548	diphthamide	1	0.001%
5549	DUF455	1	0.001%
5550	Thermolysin	1	0.001%
5551	DUF1761	1	0.001%
5552	Lin0512	1	0.001%
5553	fam	1	0.001%
5554	Nucleotidase	1	0.001%
5555	IP	1	0.001%
5556	SDH	1	0.001%
5557	NUC130	1	0.001%
5558	3NT	1	0.001%
5559	depalmitoylation	1	0.001%
5560	MPV17	1	0.001%
5561	duf52	1	0.001%
5562	hydroxymethylglutaryl	1	0.001%
5563	aminophospholipid	1	0.001%
5564	8B	1	0.001%
5565	Castor	1	0.001%
5566	Pollux	1	0.001%
5567	Smu	1	0.001%
5568	mec	1	0.001%
5569	thiocarboxylate	1	0.001%
5570	Anoctamin	1	0.001%
5571	L30p	1	0.001%
5572	L7e	1	0.001%
5573	Slime	1	0.001%
5574	mold	1	0.001%
5575	CDC48	1	0.001%
5576	TH1	1	0.001%
5577	Maintenance	1	0.001%
5578	DUF3067	1	0.001%
5579	dihydroguanine	1	0.001%
5580	Metabolite	1	0.001%
5581	aminomethyltransferase	1	0.001%
5582	Pescadillo	1	0.001%
5583	318	1	0.001%
5584	DUF4033	1	0.001%
5585	PLU	1	0.001%
5586	Fes1	1	0.001%
5587	Phycobilisome	1	0.001%
5588	Retinol	1	0.001%
5589	GRX1	1	0.001%
5590	YCL035C	1	0.001%
5591	GRX2	1	0.001%
5592	YDR513W	1	0.001%
5593	Rpp20	1	0.001%
5594	Bilin	1	0.001%
5595	cpeZ	1	0.001%
5596	DUF947	1	0.001%
5597	shortening	1	0.001%
5598	S19	1	0.001%
5599	AVT7	1	0.001%
5600	YIL088C	1	0.001%
5601	Spermine	1	0.001%
5602	Wolf	1	0.001%
5603	Hirschhorn	1	0.001%
5604	Rubisco	1	0.001%
5605	LSMT	1	0.001%
5606	Pinin	1	0.001%
5607	desmosome	1	0.001%
5608	maintaining	1	0.001%
5609	BUD31	1	0.001%
5610	DUF1731	1	0.001%
5611	COG0639	1	0.001%
5612	Diadenosine	1	0.001%
5613	tetraphosphatase	1	0.001%
5614	pausing	1	0.001%
5615	fructosamine	1	0.001%
5616	chymotrypsin	1	0.001%
5617	Hap	1	0.001%
5618	divalent	1	0.001%
5619	M17	1	0.001%
5620	phycobilisome	1	0.001%
5621	Rit1	1	0.001%
5622	Homodimerisation	1	0.001%
5623	SGTA	1	0.001%
5624	prefoldin	1	0.001%
5625	Intercellular	1	0.001%
5626	Carbamoyltransferase	1	0.001%
5627	Tripeptidyl	1	0.001%
5628	requirement	1	0.001%
5629	LtrA	1	0.001%
5630	deoxycytidyl	1	0.001%
5631	loader	1	0.001%
5632	influx	1	0.001%
5633	DUF814	1	0.001%
5634	UPF0172	1	0.001%
5635	galactono	1	0.001%
5636	lactone	1	0.001%
5637	PAP	1	0.001%
5638	fibrillin	1	0.001%
5639	HesB	1	0.001%
5640	IscA	1	0.001%
5641	Makorin	1	0.001%
5642	arsonoacetate	1	0.001%
5643	DUF760	1	0.001%
5644	dimethylguanosine	1	0.001%
5645	do	1	0.001%
5646	isochorismate	1	0.001%
5647	EMG1	1	0.001%
5648	NEP1	1	0.001%
5649	COG2816	1	0.001%
5650	Deacetylases	1	0.001%
5651	acetoin	1	0.001%
5652	dGTP	1	0.001%
5653	DOMAIN	1	0.001%
5654	GROUP	1	0.001%
5655	bZIP	1	0.001%
5656	dihydropteridine	1	0.001%
5657	Calsequestrin	1	0.001%
5658	CysH	1	0.001%
5659	COG3119	1	0.001%
5660	COG0513	1	0.001%
5661	Unusual	1	0.001%
5662	Stress	1	0.001%
5663	YciI	1	0.001%
5664	Haemophilus	1	0.001%
5665	influenzae	1	0.001%
5666	presents	1	0.001%
5667	crystal	1	0.001%
5668	muconolactone	1	0.001%
5669	seem	1	0.001%
5670	endoreduplication	1	0.001%
5671	cycles	1	0.001%
5672	Relaxes	1	0.001%
5673	superturns	1	0.001%
5674	decatenase	1	0.001%
5675	DUF3506	1	0.001%
5676	H2TH	1	0.001%
5677	Hint	1	0.001%
5678	nonfermenting	1	0.001%
5679	Phosphoribulokinase	1	0.001%
5680	Uridine	1	0.001%
5681	NOL9	1	0.001%
5682	dUTP	1	0.001%
5683	cupin	1	0.001%
5684	metalloenzyme	1	0.001%
5685	ZIP	1	0.001%
5686	ClpS	1	0.001%
5687	56	1	0.001%
5688	sulfurase	1	0.001%
5689	circular	1	0.001%
5690	ds	1	0.001%
5691	topology	1	0.001%
5692	underwound	1	0.001%
5693	favors	1	0.001%
5694	involve	1	0.001%
5695	isomers	1	0.001%
5696	catenanes	1	0.001%
5697	knotted	1	0.001%
5698	topoisomerases	1	0.001%
5699	join	1	0.001%
5700	simultaneously	1	0.001%
5701	coq	1	0.001%
5702	geranylgeranyltransferase	1	0.001%
5703	dimethylhistidine	1	0.001%
5704	rad50	1	0.001%
5705	Pcf11	1	0.001%
5706	Links	1	0.001%
5707	apoprotein	1	0.001%
5708	Periodic	1	0.001%
5709	Lsg1	1	0.001%
5710	oxobutanoate	1	0.001%
5711	hydroxymethyltransferase	1	0.001%
5712	pop3	1	0.001%
5713	furnishes	1	0.001%
5714	means	1	0.001%
5715	bL17	1	0.001%
5716	DUF3228	1	0.001%
5717	VacB	1	0.001%
5718	exoribonucleases	1	0.001%
5719	symbiotic	1	0.001%
5720	SRP	1	0.001%
5721	RNC	1	0.001%
5722	TIP20	1	0.001%
5723	Chlorophyll	1	0.001%
5724	Beige	1	0.001%
5725	BEACH	1	0.001%
5726	PRE	1	0.001%
5727	POST	1	0.001%
5728	deacylated	1	0.001%
5729	move	1	0.001%
5730	coordinated	1	0.001%
5731	conformational	1	0.001%
5732	nitrogenous	1	0.001%
5733	2c	1	0.001%
5734	phenylpyruvate	1	0.001%
5735	tautomerase	1	0.001%
5736	trimethylguanosine	1	0.001%
5737	n	1	0.001%
5738	Cdc48	1	0.001%
5739	HIRA	1	0.001%
5740	SELO	1	0.001%
5741	PsbB	1	0.001%
5742	Mbb1	1	0.001%
5743	nucleates	1	0.001%
5744	close	1	0.001%
5745	blocks	1	0.001%
5746	Camphor	1	0.001%
5747	CrcB	1	0.001%
5748	XPO1	1	0.001%
5749	At5g03900	1	0.001%
5750	Indole	1	0.001%
5751	XendoU	1	0.001%
5752	human	1	0.001%
5753	RbAp46	1	0.001%
5754	RbAp48	1	0.001%
5755	alr4036	1	0.001%
5756	DUF1997	1	0.001%
5757	phosphoheptulonate	1	0.001%
5758	heparin	1	0.001%
5759	Leukotriene	1	0.001%
5760	Aminomethyltransferase	1	0.001%
5761	Glucosyltransferase	1	0.001%
5762	emp24	1	0.001%
5763	gp25L	1	0.001%
5764	GOLD	1	0.001%
5765	deSI	1	0.001%
5766	RPN8	1	0.001%
5767	carbamate	1	0.001%
5768	cerebral	1	0.001%
5769	XAP5	1	0.001%
5770	clock	1	0.001%
5771	atrbl11	1	0.001%
5772	rbl11	1	0.001%
5773	DUF2054	1	0.001%
5774	Metacaspase	1	0.001%
5775	recovery	1	0.001%
5776	cooperation	1	0.001%
5777	Trna	1	0.001%
5778	Synthetase	1	0.001%
5779	Ecdysteroid	1	0.001%
5780	RBBP4	1	0.001%
5781	AFG1	1	0.001%
5782	C16	1	0.001%
5783	DCA	1	0.001%
5784	thyroid	1	0.001%
5785	Ste	1	0.001%
5786	ste20	1	0.001%
5787	ysk	1	0.001%
5788	suppression	1	0.001%
5789	diversity	1	0.001%
5790	Chorismate	1	0.001%
5791	GRASP55	1	0.001%
5792	glutamylaminecyclotransferase	1	0.001%
5793	Nitrogen	1	0.001%
5794	aerobic	1	0.001%
5795	nitric	1	0.001%
5796	NOD	1	0.001%
5797	convert	1	0.001%
5798	noxious	1	0.001%
5799	Therefore	1	0.001%
5800	nitrosative	1	0.001%
5801	00069	1	0.001%
5802	PROFILE	1	0.001%
5803	PS50011	1	0.001%
5804	signatures	1	0.001%
5805	profile	1	0.001%
5806	extensive	1	0.001%
5807	share	1	0.001%
5808	There	1	0.001%
5809	We	1	0.001%
5810	selected	1	0.001%
5811	build	1	0.001%
5812	patterns	1	0.001%
5813	extremity	1	0.001%
5814	vicinity	1	0.001%
5815	karrikin	1	0.001%
5816	Pgr5	1	0.001%
5817	DUF1751	1	0.001%
5818	STEAP	1	0.001%
5819	Cap1	1	0.001%
5820	wd	1	0.001%
5821	Arg2	1	0.001%
5822	locomotion	1	0.001%
5823	locomotory	1	0.001%
5824	behavior	1	0.001%
5825	Pex2	1	0.001%
5826	Pex12	1	0.001%
5827	TFIIA	1	0.001%
5828	phosphoglucan	1	0.001%
5829	eS1	1	0.001%
5830	TIP41	1	0.001%
5831	2a	1	0.001%
5832	Tip41	1	0.001%
5833	preribosome	1	0.001%
5834	store	1	0.001%
5835	operated	1	0.001%
5836	ketodihydrosphingosine	1	0.001%
5837	Atpase	1	0.001%
5838	Aaa	1	0.001%
5839	PMC2NT	1	0.001%
5840	NUC016	1	0.001%
5841	Rrp44	1	0.001%
5842	cold	1	0.001%
5843	3C	1	0.001%
5844	DUF4281	1	0.001%
5845	Formiminotransferase	1	0.001%
5846	subdomain	1	0.001%
5847	Translocation	1	0.001%
5848	Sec62	1	0.001%
5849	mobilization	1	0.001%
5850	SPOUT	1	0.001%
5851	NAP	1	0.001%
5852	succinylbenzoate	1	0.001%
5853	Condensin	1	0.001%
5854	NatA	1	0.001%
5855	curated	1	0.001%
5856	Parsons	1	0.001%
5857	Ward	1	0.001%
5858	Mottram	1	0.001%
5859	CWC15	1	0.001%
5860	Thiopurine	1	0.001%
5861	TPMT	1	0.001%
5862	TAP42	1	0.001%
5863	At5g48730	1	0.001%
5864	Abhydrolase	1	0.001%
5865	dethiobiotin	1	0.001%
5866	oxononanoate	1	0.001%
5867	snoRNP	1	0.001%
5868	Utp4	1	0.001%
5869	CLASP	1	0.001%
5870	COG5265	1	0.001%
5871	demethylmenaquinol	1	0.001%
5872	DMKH2	1	0.001%
5873	menaquinol	1	0.001%
5874	MKH2	1	0.001%
5875	DDMQH2	1	0.001%
5876	DMQH2	1	0.001%
5877	ensure	1	0.001%
5878	completed	1	0.001%
5879	initiated	1	0.001%
5880	SART	1	0.001%
5881	Zeta	1	0.001%
5882	AarF	1	0.001%
5883	COG4770	1	0.001%
5884	TB2	1	0.001%
5885	DP1	1	0.001%
5886	HVA22	1	0.001%
5887	methylethanolamine	1	0.001%
5888	Josephin	1	0.001%
5889	PITH	1	0.001%
5890	sulfite	1	0.001%
5891	DUF3177	1	0.001%
5892	aminobutyl	1	0.001%
5893	hypusine	1	0.001%
5894	DUF4787	1	0.001%
5895	58	1	0.001%
5896	sphingoid	1	0.001%
5897	Presqualene	1	0.001%
5898	IPR019782	1	0.001%
5899	IPR019775	1	0.001%
5900	IPR001680	1	0.001%
5901	IPR020472	1	0.001%
5902	IPR011046	1	0.001%
5903	IPR017986	1	0.001%
5904	YVTN	1	0.001%
5905	IPR015943	1	0.001%
5906	subgroup	1	0.001%
5907	IPR019781	1	0.001%
5908	replaced	1	0.001%
5909	80S	1	0.001%
5910	IPR014952	1	0.001%
5911	hydroxymethyldihydropteridine	1	0.001%
5912	diphosphokinase	1	0.001%
5913	Monogalactosyldiacylglycerol	1	0.001%
5914	MGDG	1	0.001%
5915	GRF	1	0.001%
5916	K36	1	0.001%
5917	attrn1	1	0.001%
5918	trn1	1	0.001%
5919	senescence	1	0.001%
5920	nadph	1	0.001%
5921	HSP20	1	0.001%
5922	Mini	1	0.001%
5923	delta5	1	0.001%
5924	PCA	1	0.001%
5925	phosphodiesteric	1	0.001%
5926	INO80	1	0.001%
5927	snare	1	0.001%
5928	raffinose	1	0.001%
5929	homoserine	1	0.001%
5930	rop	1	0.001%
5931	IPR014954	1	0.001%
5932	traffic	1	0.001%
5933	Ectonucleotide	1	0.001%
5934	cysteamine	1	0.001%
5935	PHR	1	0.001%
5936	irreversible	1	0.001%
5937	decarboxy	1	0.001%
5938	diaminobutane	1	0.001%
5939	Pyroglutamyl	1	0.001%
5940	SNF7	1	0.001%
5941	Friend	1	0.001%
5942	Spt15p	1	0.001%
5943	altered	1	0.001%
5944	Man2GlcNAc2	1	0.001%
5945	minichromosome	1	0.001%
5946	sector	1	0.001%
5947	nitropropane	1	0.001%
5948	dideoxy	1	0.001%
5949	threo	1	0.001%
5950	hept	1	0.001%
5951	ulosonic	1	0.001%
5952	ADH	1	0.001%
5953	fed	1	0.001%
5954	Heptahelical	1	0.001%
5955	YKR070w	1	0.001%
5956	DHHA2	1	0.001%
5957	behenoyl	1	0.001%
5958	histidyl	1	0.001%
5959	pyridoxine	1	0.001%
5960	Micro	1	0.001%
5961	fibrillar	1	0.001%
5962	ISS	1	0.001%
5963	Acetoacetyl	1	0.001%
5964	orotidine	1	0.001%
5965	DHR	1	0.001%
5966	GLGF	1	0.001%
5967	RIO1	1	0.001%
5968	DUF3684	1	0.001%
5969	DUF3429	1	0.001%
5970	fcf2	1	0.001%
5971	Down	1	0.001%
5972	Ccr4	1	0.001%
5973	deacetylation	1	0.001%
5974	Chloroplast	1	0.001%
5975	6F	1	0.001%
5976	drives	1	0.001%
5977	Subsequently	1	0.001%
5978	reverts	1	0.001%
5979	lowering	1	0.001%
5980	returning	1	0.001%
5981	initiate	1	0.001%
5982	obsolete	1	0.001%
5983	acetoacetyl	1	0.001%
5984	units	1	0.001%
5985	CMGC	1	0.001%
5986	DYRK	1	0.001%
5987	YAK	1	0.001%
5988	main	1	0.001%
5989	deformation	1	0.001%
5990	selection	1	0.001%
5991	adenyl	1	0.001%
5992	acetylglucosaminyl	1	0.001%
5993	BCP1	1	0.001%
5994	hippo	1	0.001%
5995	DUF572	1	0.001%
5996	CIA30	1	0.001%
5997	Crt	1	0.001%
5998	stores	1	0.001%
5999	overfilling	1	0.001%
6000	coating	1	0.001%
6001	Complexed	1	0.001%
6002	Cdc5	1	0.001%
6003	Cwf26	1	0.001%
6004	Performs	1	0.001%
6005	isoprenes	1	0.001%
6006	K4	1	0.001%
6007	DUF565	1	0.001%
6008	HIP	1	0.001%
6009	oligomer	1	0.001%
6010	Hsp40	1	0.001%
6011	Stabilizes	1	0.001%
6012	Through	1	0.001%
6013	imidazole	1	0.001%
6014	BRSK	1	0.001%
6015	KEL3	1	0.001%
6016	YPL263C	1	0.001%
6017	Threonyl	1	0.001%
6018	Alanyl	1	0.001%
6019	phosphofructokinase	1	0.001%
6020	DUF3593	1	0.001%
6021	Tether	1	0.001%
6022	UBX	1	0.001%
6023	GLUT4	1	0.001%
6024	DUF1445	1	0.001%
6025	SAR1	1	0.001%
6026	Thymidine	1	0.001%
6027	Homocysteine	1	0.001%
6028	Histidyl	1	0.001%
6029	trna	1	0.001%
6030	uric	1	0.001%
6031	hydroxyisourate	1	0.001%
6032	allantoin	1	0.001%
6033	UPF0603	1	0.001%
6034	At1g54780	1	0.001%
6035	kdotransferase	1	0.001%
6036	TrmL	1	0.001%
6037	CNDP	1	0.001%
6038	myb	1	0.001%
6039	myeloblastosis	1	0.001%
6040	LMBR1	1	0.001%
6041	COG2912	1	0.001%
6042	MCM	1	0.001%
6043	Phytoene	1	0.001%
6044	transglycosylation	1	0.001%
6045	Slingshot	1	0.001%
6046	NatC	1	0.001%
6047	Mak10	1	0.001%
6048	Stimulates	1	0.001%
6049	native	1	0.001%
6050	reconstituted	1	0.001%
6051	altering	1	0.001%
6052	reactivity	1	0.001%
6053	acceptors	1	0.001%
6054	amylopectin	1	0.001%
6055	BREAST	1	0.001%
6056	CANCER	1	0.001%
6057	SUSCEPTIBILITY	1	0.001%
6058	DUF2340	1	0.001%
6059	NFU1	1	0.001%
6060	2alpha	1	0.001%
6061	Spastic	1	0.001%
6062	paraplegia	1	0.001%
6063	Autosomal	1	0.001%
6064	recessive	1	0.001%
6065	Peptidogalycan	1	0.001%
6066	biosysnthesis	1	0.001%
6067	plastid	1	0.001%
6068	Mur	1	0.001%
6069	ALG3	1	0.001%
6070	H1	1	0.001%
6071	dimeric	1	0.001%
6072	NAE1	1	0.001%
6073	adenylating	1	0.001%
6074	thereafter	1	0.001%
6075	finally	1	0.001%
6076	UBE2M	1	0.001%
6077	7S	1	0.001%
6078	DUF2042	1	0.001%
6079	At3g10130	1	0.001%
6080	Fk506	1	0.001%
6081	M18	1	0.001%
6082	DUF2930	1	0.001%
6083	UBR4	1	0.001%
6084	deubiquitinating	1	0.001%
6085	delta7	1	0.001%
6086	pit	1	0.001%
6087	methylpentanoate	1	0.001%
6088	evolving	1	0.001%
6089	GCN1	1	0.001%
6090	deoxyheptonate	1	0.001%
6091	PurH	1	0.001%
6092	LrgB	1	0.001%
6093	DUF885	1	0.001%
6094	DUF4821	1	0.001%
6095	Dopey	1	0.001%
6096	At3g07290	1	0.001%
6097	3B	1	0.001%
6098	ITS1	1	0.001%
6099	separate	1	0.001%
6100	DUF1499	1	0.001%
6101	COG0624	1	0.001%
6102	acetylornithine	1	0.001%
6103	diaminopimelate	1	0.001%
6104	deacylases	1	0.001%
6105	Translational	1	0.001%
6106	IKS	1	0.001%
6107	U2	1	0.001%
6108	SURP	1	0.001%
6109	SCD1	1	0.001%
6110	Doxx	1	0.001%
6111	transcripts	1	0.001%
6112	hydroxyurea	1	0.001%
6113	FHIPEP	1	0.001%
6114	methylaminomethyl	1	0.001%
6115	thiouridylate	1	0.001%
6116	Phd	1	0.001%
6117	YefM	1	0.001%
6118	DUF998	1	0.001%
6119	rotor	1	0.001%
6120	mounted	1	0.001%
6121	interacts	1	0.001%
6122	CheZ	1	0.001%
6123	contacting	1	0.001%
6124	determine	1	0.001%
6125	rotation	1	0.001%
6126	Recombinase	1	0.001%
6127	M42	1	0.001%
6128	FlhB	1	0.001%
6129	HrpN	1	0.001%
6130	YscU	1	0.001%
6131	SpaS	1	0.001%
6132	Methionine	1	0.001%
6133	MetW	1	0.001%
6134	FlgK	1	0.001%
6135	hyrolase	1	0.001%
6136	DUF4432	1	0.001%
6137	Gp49	1	0.001%
6138	DUF891	1	0.001%
6139	Methylated	1	0.001%
6140	Sucraseferredoxin	1	0.001%
6141	PrpF	1	0.001%
6142	RskA	1	0.001%
6143	Hydrogenase	1	0.001%
6144	BN	1	0.001%
6145	COG0697	1	0.001%
6146	DivIVA	1	0.001%
6147	tricarboxylic	1	0.001%
6148	YajC	1	0.001%
6149	Arsenical	1	0.001%
6150	CGNR	1	0.001%
6151	Cbs	1	0.001%
6152	Heparinase	1	0.001%
6153	VanW	1	0.001%
6154	DUF5317	1	0.001%
6155	Mycolic	1	0.001%
6156	RecN	1	0.001%
6157	GCS2	1	0.001%
6158	COG0589	1	0.001%
6159	UspA	1	0.001%
6160	Joins	1	0.001%
6161	Ado	1	0.001%
6162	Reduces	1	0.001%
6163	disulfides	1	0.001%
6164	RbsABC	1	0.001%
6165	Toxic	1	0.001%
6166	cryptic	1	0.001%
6167	Phosphoglycolate	1	0.001%
6168	Di	1	0.001%
6169	chordin	1	0.001%
6170	microbial	1	0.001%
6171	COG0346	1	0.001%
6172	Lactoylglutathione	1	0.001%
6173	SEC	1	0.001%
6174	PDH	1	0.001%
6175	Cupredoxin	1	0.001%
6176	di	1	0.001%
6177	Adenosylcobinamide	1	0.001%
6178	COG1173	1	0.001%
6179	RecT	1	0.001%
6180	Phosphoketolase	1	0.001%
6181	DUF5131	1	0.001%
6182	DUF2182	1	0.001%
6183	Mutator	1	0.001%
6184	DUF4225	1	0.001%
6185	DUF4157	1	0.001%
6186	COG1020	1	0.001%
6187	Succinylglutamate	1	0.001%
6188	Aspartoacylase	1	0.001%
6189	Antirepressor	1	0.001%
6190	DUF4251	1	0.001%
6191	DUF3347	1	0.001%
6192	formylglutamate	1	0.001%
6193	Hexapeptide	1	0.001%
6194	CAS1	1	0.001%
6195	Spinster	1	0.001%
6196	Racemase	1	0.001%
